Wed Apr 15 18:20:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 18:30:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 18:40:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 18:50:01 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 19:00:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 19:10:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 500 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

Wed Apr 15 20:10:00 UTC 2015

http://us04prdmsga.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgb.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgc.company.local:8085/health,HTTP/1.1 200 OK
http://us04prdmsgd.company.local:8085/health,HTTP/1.1 200 OK

